BE,Y6,,,,H4.2,,89.46,,DE,,R7
BE,Y8,,,,,,2908.7308,,NL,,R3
BE,Y8,,,,,,3932.0,,NL,,R5
BE,Y8,,,,,,50.0,,DE,,R9
BE,Y8,,,,,,16311.587434000001,,DE,,R9
BE,Y8,,,,,,13039.927576,,FR,,R9
BE,Y8,,,,,,130.0,,NL,,R12
BE,Y8,,,,H3,,41.7,,NL,,R12
BE,Y8,,,,H12,,19326.721305,,FR,,R1
BE,Y8,,,,H12,,1220.134284,,FR,,R1
BE,Y8,,,,H3,,1344.9582790000002,,NL,,R3
BE,Y8,,,,H3,,7813.776601,,DE,,R9
BE,Y8,,,,H3,,2590.8,,DE,,R9
BE,Y8,,,,H3,,3998.406318,,NL,,R12
BE,Y8,,,,H3,,2525.332637,,NL,,R13
BE,Y9,,,,,,331.69142800000003,,NL,D9,
BE,Y9,,,,,,193.32,,NL,,R2
BE,Y9,,,,H3,,18.62,,FR,,R1
BE,Y9,,,,H3,,1094.3394110000002,,NL,,R1
BE,Y9,,,,H3,,3109.984297,,NL,,R2
BE,Y9,,,,H3,,450.0,,DE,,R3
BE,Y9,,,,H3,,16182.01519,,NL,,R9
BE,Y10,,,,H11,,20.19,,FR,D9,
BE,Y10,,,,H11,,44.56,,NL,D9,
BE,Y10,,,,H11,,75.68,,NL,D10,
BE,Y10,,,,H11,,110.0,,NL,,R4
BE,Y10,,,,H12,,79.46,,NL,D10,
BE,Y11,,,,,,66.36,,DE,D10,
BE,Y11,,,,,,2051.761652,,NL,,R4
BE,Y12,,,,,,19.3,,DE,,R4
BE,Y12,,,,,,225.0,,NL,,R12
BE,Y12,,,,H12,,77.904,,DE,,R4
BE,Y12,,,,H12,,166.2,,DE,,R4
BE,Y12,,,,H3,,516.953094,,DE,,R3
BE,Y12,,,,H3,,767.1275,,DE,,R4
BE,Y12,,,,H3,,540.0,,DE,,R4
BE,Y12,,,,H4.1,,204.0,,DE,,R4
BE,Y12,,,,H4.1,,64.1828,,NL,,R4
BE,Y12,,,,H4.1,,357.575,,DE,,R12
BE,Y12,,,,H4.1,,117.52,,DE,,R13
BE,Y13,,,,,,84.56,,DE,,R5
BE,Y13,,,,H12,,1.107,,NL,,R4
BE,Y15,,,,,,6.538399999999999,,DE,D10,
BE,Y15,,,,,,0.07,,DE,,R12
BE,Y15,,,,H1,,2.6,,DE,D10,
BE,Y16,,,,,,39.66,,DE,,R4
BE,Y16,,,,,,984.901,,GB,,R4
BE,Y16,,,,,,2324.4514449999997,,NL,,R4
BE,Y16,,,,,,92.962222,,DE,,R7
BE,Y16,,,,,,1985.44,,DE,,R11
BE,Y16,,,,,,305.34167599999995,,NL,,R12
BE,Y16,,,,H3,,104.982,,FR,,R2
BE,Y16,,,,H3,,96.962,,NL,,R2
BE,Y17,,,,,,2070.6,,DE,,R4
BE,Y17,,,,,,25.19,,DE,,R4
BE,Y17,,,,,,33951.554344,,FR,,R4
BE,Y17,,,,,,21087.671426,,FR,,R4
BE,Y17,,,,,,689.339436,,FR,,R4
BE,Y17,,,,,,223.0,,LU,,R4
BE,Y17,,,,,,4.2,,NO,,R4
BE,Y17,,,,,,134.56,,DE,,R12
BE,Y17,,,,,,26148.043733,,DE,,R12
BE,Y17,,,,H11,,9.115,,FR,,R4
BE,Y17,,,,H12,,9.53,,NL,,R13
BE,Y17,,,,H13,,360.0,,LU,D10,
BE,Y17,,,,H6.1,,13.72,,DE,D12,
BE,Y17,,,,H6.1,,2.321,,DE,,R4
BE,Y17,,,,H6.1,,3.038,,NL,,R4
BE,Y17,,,,H8,,68.34275,,DE,,R2
BE,Y17,,,,H8,,50.0,,DE,,R4
BE,Y17,,,,H8,,529.0,,DE,,R4
BE,Y17,,,,H8,,1883.506666,,NL,,R4
BE,Y17,,,,H8,,1561.02,,NL,,R5
BE,Y17,,,,H8,,1507.72075,,FR,,R6
BE,Y17,,,,H8,,702.4,,DE,,R7
BE,Y17,,,,H8,,350.08,,DE,,R11
BE,Y18,,,,,,15071.672912,,NL,D9,
BE,Y18,,,,,,1320.2,,DE,D10,
BE,Y18,,,,,,228.374482,,DE,,R3
BE,Y18,,,,,,454.04218099999997,,NL,,R3
BE,Y18,,,,,,2.0,,DE,,R4
BE,Y18,,,,,,36.586,,DE,,R4
BE,Y18,,,,,,3.226,,NL,,R4
BE,Y18,,,,,,17254.344568999997,,DE,,R5
BE,Y18,,,,,,182770.0,,NL,,R5
BE,Y18,,,,,,4440.0,,DE,,R12
BE,Y18,,,,,,22465.657,,NL,,R12
BE,Y18,,,,,,1220.7030730000001,,DE,,R13
BE,Y18,,,,,,49.938,,SE,,R13
BE,Y18,,,,H12,,12503.119,,NL,,R5
BE,Y18,,,,H12,,43.6,,SE,,R13
BE,Y18,,,,H13,,81.48,,DE,D10,
BE,Y18,,,,H13,,16.293,,DE,,R4
BE,Y18,,,,H13,,38.92,,DE,,R4
BE,Y18,,,,H4.1,,321.74,,DE,D10,
BE,Y18,,,,H4.2,,1132.215,,AT,,R8
BE,Y18,,,,H4.2,,74.929,,IT,,R8
BE,Y21,,,,,,17972.767344,,NL,,R12
BE,Y22,,,,,,77.12,,DE,,R4
BE,Y22,,,,,,1671.3875,,ES,,R4
BE,Y22,,,,,,498.017142,,DE,,R5
BE,Y22,,,,,,167.862714,,NL,,R13
BE,Y22,,,,H12,,1407.09,,ES,,R4
BE,Y22,,,,H12,,692.326625,,NL,,R4
BE,Y23,,,,,,83.761,,NL,,R13
BE,Y23,,,,H4.3,,1873.563296,,FR,,R4
BE,Y23,,,,H8,,501.9,,DE,,R4
BE,Y24,,,,H6.1,,301.76,,DE,D12,
BE,Y26,,,,H12,,10.824,,FR,,R4
BE,Y26,,,,H8,,310.845,,FR,,R4
BE,Y29,,,,H12,,1967.82,,DE,,R5
